tree,asite,site,ROW,COL,REP,SET,mum,dad,selection_type,rot,pith_year,pith_age,clb15,ht15,dbh15,heartwood,sapwood,sapwood_heartwood_ratio,cath,cbth,csab,cmyr,clim,cmono,cathprop,csabprop,fibre,cell,lignin,fath,fbth,fsab,fmyr,flim,fmono,fathprop,fsabprop,capi,cthu,fapi,fthu,clb15,plicatic_acid,gamma_thujaplicin,beta_thujaplicin,beta_thujaplicinol,thujic_acid,methyl_thujate,alpha_thujaplicin,plicatic_acid_PAR_CW,gamma_thujaplicin_PAR_CW,beta_thujaplicin_PAR_CW,beta_thujaplicinol_PAR_CW,thujic_acid_PAR_CW,methyl_thujate_PAR_CW,alpha_thujaplicin_PAR_CW,A,B,C,D,E,F,G,H,I,nezukone,thujaplicatin_methyl_ether,beta_dolabrin,thujaplicins,thujaplicins_PAR_CW,lignans_PAR_CW,Fhat3,HT_BLUP
10779,POW,2,26,38,30,7,784,444,VOL,0,2000,17,0,1220,145,63.3865,21.9165,0.345759744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18386,2318,2936,1157,299,28461,0.646006816,0.103158708,NA,NA,756.73377,174.55789,0,37.4,45,122.5,22.6,1565,16.6,180.2,0.07,2.37,4.05,0.22,7.04,0.07,6.95,1.23,0.7,0.5,1.19,0.73,3.67,2.01,0.04,11.66,4.43,3.08,0.15,370.3,13.74,5.674450595,0.174908,17.92310739
10780,POW,2,24,37,7,1,301,191,HTWD,0,2001,16,0,1120,136,69.841,10.756,0.154006959,33337,8888,2711.7,2785.2,687,54242,0.614597544,0.049992626,58.6,24.35,34.32,14997,2869,2816,690,227,23415,0.640486867,0.120264788,1602,353.3,630.76842,138.68421,0,75.9,69.1,61.1,24.2,2626.4,0,270.2,0.2,4.07,2.29,0.22,11.83,0,9.68,1.46,0.59,0.55,0.63,0.55,4.71,0.95,0.03,6.98,7.85,3.42,0.09,424.6,16.35,6.104077089,0.223738,-21.00386516
10781,POW,2,24,38,7,1,1,266,VOL,0,2001,16,0,1030,138,49.89093051,33.981,0.681105757,27991,9103,2480.9,1718.9,825.4,47008,0.595451838,0.052776123,53.67,15.93,37.24,20980,3168,4144,1519,364,33634,0.623773562,0.123208658,1143,236.2,1005.18929,251.37143,0,88,152.3,155.4,17.8,1763.8,0,311.6,0.25,7.11,5.16,0.14,7.93,0,10.24,1.71,1.04,1.03,2.12,0.79,6.42,0.86,0.09,9.45,4.96,2.71,0.18,637.1,22.83,9.749115929,0.185632,-18.08890131
10782,POW,2,22,39,7,8,173,421,VOL,0,2000,17,0,1180,161,76.7825,17.5645,0.228756553,17371,7728,2694.6,1160.6,397.3,30932,0.561586706,0.087113669,54.78,19.65,34.85,18822,2036,3309,1419,326,29362,0.641032627,0.112696683,792,156.5,874.93861,212.35248,0,0,515,207.8,68.7,1455.4,0,564.6,0,19.98,6.69,0.81,6.54,0,21.52,2.03,4.53,3.85,35.54,3.37,21.94,3.12,0.34,11.1,43.91,5.61,0.17,1356.1,49.17,61.9,0.211387,-6.456716138
10783,POW,2,19,39,7,4,531,426,VOL,0,2000,17,0,1210,170,80.805,27.264,0.337404864,23118,5355,2665.5,1730.3,522.5,38603,0.598865373,0.069049038,52.21,18.7,33.39,12993,2809,2527,413,181,20967,0.619688081,0.120522726,1148,265.7,454.7239,102.09366,0,87.3,39.2,90.6,19.3,842.8,0,98.3,0.27,2,3.11,0.18,3.78,0,3.65,0.71,0.54,0.69,3.48,0.63,3.82,0.67,0,6.55,4.45,2.94,0.06,247.4,9,8.065219598,0.361541,-8.332879752
10784,POW,2,15,38,7,2,235,164,HTWD,0,2000,17,0,1190,184,79.552,24.913,0.313166231,40015,9973,2694.5,3367.3,943.3,66548,0.601295306,0.040489571,55.1,21.24,33.57,21451,3544,4996,1564,380,35317,0.607384546,0.141461619,1987,430.1,1067.08406,271.3971,0,108.5,146,105,31,1200.7,13.1,222.1,0.33,6.95,3.65,0.31,5.38,0.06,8.15,1.14,0.9,0.78,5.09,0.45,7.66,1.38,1.14,9.56,14.82,4.09,0.4,504.1,19.46,14.02608169,0.280678,-36.06908205
10785,POW,2,15,39,7,5,58,243,VOL,0,2001,16,0,1080,140,54.86524538,20.182,0.36784671,49795,10166,3611.2,4317.3,1127.1,80162,0.621179611,0.045048776,57.39,21.21,35.94,28277,3858,5125,853,404,42716,0.661976777,0.119978462,2277,509.1,950.93036,202.24286,0,0,30.5,57.4,14.2,724.3,0,98.7,0,1.59,2.18,0.09,3.23,0,3.75,1.13,0.56,0.62,3.96,0.67,9.84,0.85,0,5.18,2.92,1.95,0.04,200.8,7.65,14.4,0.0959539,-7.679525696
10786,POW,2,14,37,7,2,22,158,HTWD,0,2001,16,0,1160,148,65.96816418,39.981,0.606065069,28609,8334,5620.9,1984.7,592.3,51178,0.559009731,0.109830396,52.71,13.64,38.85,18122,3652,5821,1212,422,32604,0.555821372,0.178536376,1185,272.6,861.78579,243.54112,0,74.7,65.5,81,23.9,1016.7,0,138.7,0.18,4.23,2.97,0.2,4.55,0,5.42,0.83,0.87,0.33,1.31,0.43,6.23,1.19,0,6.09,6.13,2.07,0.17,309.1,12.99,8.582108235,0.361043,12.1282441
10787,POW,2,13,40,7,5,1,87,VOL,0,2000,17,0,1290,135,59.001,22.409,0.379807122,35840,9213,3401.5,3106.3,797.6,60159,0.595754584,0.056541831,57.81,24.64,33.25,35021,4843,9649,1123,511,57018,0.614209548,0.169227262,1790,446.1,1292.31619,300.2181,0,0,80.1,113.9,19.6,2035.6,0,171.7,0,4.67,3.95,0.15,9.16,0,6.65,1.3,1.14,1.09,8.71,1.01,13.35,4.09,0.14,14.68,9.42,7.61,0.28,385.3,15.7,23.1,0.406844,11.5939887
10788,POW,2,12,39,7,3,58,430,VOL,0,2000,17,0,1160,141,83.136,5.435,0.065374808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20370,5501,6608,780,371,37218,0.547315815,0.177548498,NA,NA,867.48491,200.00629,0,0,255,51.1,82,1119,0,79.6,0,11.18,2.1,0.96,5.01,0,2.87,0.88,6.12,4.85,32.06,2.02,35.09,1.01,0,13.97,25.92,11.76,0.61,467.7,17.72,73.3,0.102659,25.52617796
10789,POW,2,12,40,7,3,430,402,VOL,0,2000,17,0,1350,203,104.3915,18.9355,0.181389289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18357,5209,2375,425,248,28603,0.641785827,0.083033248,NA,NA,575.35985,94.65909,0,58.4,79.8,68.9,14.2,2030.8,0,218.7,0.15,4.26,2.47,0.1,9.14,0,8.62,1.44,1.56,0.68,4.58,0.9,15.14,1.41,0,7.77,7.94,2.69,0.32,381.6,15.77,21.44679876,0.187153,56.9159686
10790,POW,2,10,39,7,3,340,421,VOL,0,2000,17,0,1280,185,113.6119837,24.223,0.213208142,30428,6501,2442.3,2087.6,626.9,46237,0.658087679,0.052821334,55.57,19.99,35.44,18430,3413,1850,528,256,25061,0.73540561,0.073819879,1437,250.9,586.68345,111.93094,0,0,82.6,28.6,36.3,961.3,0,203.4,0,4.54,1.11,0.38,4.31,0,6.61,1,0.81,0.61,5.59,0.24,8.96,0.8,0,3.73,7.3,2.63,0.55,350.9,13.19,15.4,0.101902,25.58666685
10791,POW,2,9,42,7,3,95,281,VOL,0,2000,17,0,1260,166,68.262,17.192,0.251853154,29888,8054,2763.1,2792.7,686.9,52514,0.569143467,0.052616445,58.13,22.47,35.48,26213,5013,5898,873,378,41123,0.637429176,0.143423388,1552,386.9,921.51529,212.13176,0,0,385.7,133,82,2149.2,11.9,385.2,0,15.64,4.51,0.97,9.67,0.05,11.97,1.91,2.41,2.75,19.88,1.38,12.15,3.02,0.04,14.33,20.11,6.72,0.36,985.9,33.45,34.5,0.388031,14.576786
10792,POW,2,9,44,7,6,527,421,VOL,0,2000,17,0,1370,203,116.38,19.904,0.171025949,22974,5983,3170.4,1314.3,436.1,36787,0.624514095,0.086182619,53.25,14.54,38.84,17884,3030,3544,805,273,27229,0.656799736,0.130155349,888,195.9,688.86957,170.5913,0,40.1,181.9,45.6,27,1505.4,0,131.3,0.05,8.38,1.89,0.24,6.76,0,4.09,1.43,0.79,0.34,1.72,0.64,3.7,0.65,0,7.53,11.45,2.5,0.23,385.8,14.83,6.24845393,0.24582,29.99005207
10793,POW,2,10,41,7,3,322,368,HTWD,0,2000,17,0,1150,147,70.828,15.887,0.224303948,22714,4980,2661.3,2103.4,591.8,41577,0.546311663,0.064008947,55.89,23.07,32.66,18904,3158,3836,1162,309,28617,0.660586365,0.134046196,1271,320.1,803.12055,191.12877,0,0,757.1,387.4,88.3,2215.1,19.7,663.1,0,28.49,12.07,1.08,9.98,0.09,23.52,1.55,4.49,2.85,8.03,1.56,13.99,1.62,0.3,7.92,22.58,5.4,0.16,1895.9,65.32,26.5,0.210554,8.510480617
10794,POW,2,10,42,7,3,204,126,VOL,0,2000,17,0,1240,168,72.752,28.28,0.388717836,23779,5486,2134.3,1983.6,518.1,38279,0.621202226,0.05575642,54.95,21.43,33.26,19641,3146,3376,1221,326,28906,0.679478309,0.116792361,1195,266,832.03787,197.18817,0,312.4,689.2,727.6,146.9,2131.9,23.9,594.5,1.1,26.89,22.6,1.8,9.58,0.1,23.2,2.4,5.97,5.42,11.26,0.55,15.06,3.77,0.3,16.62,20.38,6.64,0.56,2158.2,75.05,33.50466633,0.169195,10.17634022
10795,POW,2,16,42,7,5,344,87,VOL,0,2000,17,0,1080,140,56.754,24.716,0.435493533,25411,4117,2374.4,1778.9,683.6,48865,0.520024557,0.048591016,49.49,21.14,28.22,26768,3818,6726,1389,452,42484,0.630072498,0.158318426,1416,211.7,1084.92816,278.70291,0,0,109.5,118.5,36.7,2195.6,0,240.4,0,5.78,4.1,0.37,9.88,0,9.38,1.91,2.25,2.21,6.99,0.82,16.26,2.19,0.07,9.78,12.5,5.24,0.37,505.1,20,25.5,0.422482,11.59772553
10796,POW,2,16,43,8,8,204,444,VOL,0,2000,17,0,1210,164,86.72,14.782,0.170456642,33259,11848,2732.7,2126.4,717.9,57440,0.579021588,0.047574861,58.06,18.51,38.89,24528,4287,6416,1496,405,39134,0.626769561,0.163949507,1439,290.3,970.35625,262.48438,0,0,74.1,33.9,40,1097.9,18.6,194.6,0,3.81,1.53,0.41,4.91,0.08,7.31,1.04,0.28,0,0.9,0.62,4.26,0.98,0,14.48,7.2,5.42,0.44,342.6,13.5,5.5,0.15065,15.22592358
10797,POW,2,17,42,7,4,784,402,VOL,0,2000,17,0,1070,120,46.466,13.8,0.296991349,12275,10,2228.4,1427.4,0.4,27945,0.439255681,0.079742351,55.45,22.94,32.31,10603,2609,2315,466,168,16884,0.627990997,0.137112059,1234,0,376.6472,97.29503,0,0,154.2,316.7,31.1,3203.1,13.6,433.7,0,7.04,10,0.32,14.44,0.06,14.3,2.04,2.36,2.21,12.25,1.43,15.34,4.57,0.11,9.55,10.24,3.91,0.23,935.7,31.89,29.9,0.147626,22.94858456
10798,POW,2,19,42,7,4,88,421,HTWD,0,2000,17,0,1310,197,127.596,14.732,0.115458165,29010,9837,3475.8,2601.9,763.2,54182,0.535417666,0.064150456,54.67,19.83,34.96,15539,3057,9242,1181,348,32502,0.478093656,0.284351732,1558,397.8,863.0494,278.91627,0,0,314.6,120.4,25.7,1891.2,0,848,0,12.93,4.09,0.24,8.51,0,30.38,1.72,2.32,1.41,2.69,1.2,10.71,1.74,0.19,5.99,16.09,2.86,0.51,1308.7,48.15,15.7,0.0632396,-28.10624695
10799,POW,2,20,42,7,4,334,421,VOL,0,2001,16,0,1240,212,103.0212527,11.187,0.108589245,20358,5953,2278.7,1592.8,459.9,33705,0.60400534,0.06760718,57.7,22.79,35.05,17988,3136,3935,1240,330,27762,0.647936028,0.141740509,819,202.3,795.54802,219.13842,0,0,82.6,59.3,34.5,1306.1,18.3,137.4,0,4.74,2.29,0.35,5.86,0.08,4.76,0.85,0.52,0.6,4.07,0.56,4.02,2.44,0,16.71,5.67,4.87,0.49,313.8,12.63,8.6,0.231345,-8.027683303
10800,POW,2,22,42,7,8,243,281,VOL,0,2000,17,0,1020,125,52.59567411,16.327,0.310424769,52161,12970,5053.4,4294.7,1296.7,91221,0.571809123,0.055397332,57.43,19.06,37.95,25776,4702,6224,1591,506,41313,0.623919832,0.150654758,2607,597.1,1150.54634,296.12195,0,0,0,39.2,15.5,325.3,9.6,29,0,0,1.53,0.13,1.44,0.04,0.97,0.54,0.22,0,1.39,0.31,2.12,0.11,0.75,2.19,0.76,1.06,0.01,83.7,2.64,3.7,0.221155,-20.29924659
10801,POW,2,22,44,8,5,58,281,VOL,0,2000,17,0,970,163,75.595,15.468,0.204616707,20116,4972,2659,1841.9,474.8,35786,0.562119265,0.0743028,55.99,21.28,34.71,17785,2838,5511,1349,389,30074,0.591374609,0.183247988,1031,248.7,795.35906,250.12281,0,0,72.8,46.5,33.8,459.8,0,134.4,0,3.86,1.98,0.32,2.03,0,5.21,1.42,1.35,0.95,12.62,0.64,10.5,0.27,0,5.65,6.09,2.91,0.36,287.5,11.73,24.5,0.165509,-19.65321209
10802,POW,2,24,42,7,8,10,426,VOL,0,NA,NA,0,1000,133,NA,NA,NA,37530,8669,2753.2,2560.8,790.3,60107,0.624386511,0.045804981,53.9,18.89,34.51,31206,4063,6078,2391,606,48525,0.64309119,0.125255023,1434,287.4,1433.53444,365.36778,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.200487,-31.87487495
10803,POW,2,25,44,29,2,322,404,HTWD,0,2000,17,0,1090,145,52.212,24.545,0.470102658,28719,11847,7073.1,2139.4,732,52670,0.545262958,0.134290868,56.51,9.85,46.72,13392,3184,6605,869,295,26035,0.514384482,0.253696946,1431,390.5,658.3322,200.3887,0,0,257,413,43.8,1871.1,0,821.6,0,10.96,12.97,0.47,8.42,0,27.15,2.69,1.56,1.78,13.08,1.1,8.18,3.06,0.1,15.88,18.38,5.64,0.56,1535.4,52.11,22.9,0.23914,-15.51985
10804,POW,2,30,43,30,5,214,329,VOL,0,2000,17,0,1080,147,67.264,20.057,0.298183278,27421,6472,2119.5,2035.7,586.9,43539,0.629803165,0.048680493,53.19,21.32,31.56,40754,4343,6055,2768,718,62470,0.652377141,0.096926525,1307,256.5,1786.50134,402.0558,0,0,16.7,64.4,24.5,646,0,66.3,0,0.87,2.46,0.21,2.87,0,2.51,1.08,0.32,0.2,0.81,0.38,2.18,0.44,0,2.31,3.54,1.42,0,171.9,6.05,3.3,0.246191,-30.23299719
10805,POW,2,31,41,30,6,340,368,VOL,0,2002,15,0,570,65,20.15,8.721,0.43280397,29180,9362,2873.1,2012,658.1,49565,0.58872188,0.057966307,57.17,23.71,33.2,56976,10071,8278,4152,1020,93264,0.610910962,0.088758792,1291,289.3,2497.45263,536.82632,0,365,808.6,753.6,59.8,1131.9,25.1,417,1.3,31.36,23.43,0.65,5.06,0.11,15.2,1.41,4.06,1.67,4.12,1.09,14.51,7.34,0.25,17.4,20.48,3.93,0.74,2039,71.38,24.00146582,0.241674,-3.342332049
10806,POW,2,34,42,31,6,88,158,HTWD,0,2000,17,0,1050,145,63.53473611,29.868,0.470105045,21149,5117,2668.9,1630.4,481,36230,0.583742755,0.073665471,55.71,23.15,32.52,26984,6297,5254,1595,472,44569,0.605443245,0.117884628,1054,243.5,1071.945,293.895,0,0,94,193.9,35.7,1134.9,20.8,138.8,0,5.22,6.38,0.36,5.08,0.09,5.43,1.4,2.1,1.82,19.73,1.39,18.64,2.13,0,12.69,15.49,5.8,0.51,462.4,17.9,40.4,0.362071,-27.56087837
10807,POW,2,35,42,31,6,173,392,VOL,0,2000,17,0,1230,146,88.354,16.636,0.188288023,19414,3154,2224.4,1479.4,426.1,32094,0.604910575,0.069308905,57.42,23.29,34.05,30476,4213,7612,2570,593,51823,0.588078652,0.146884588,948,224.6,1462.46216,428.11622,0,0,93.9,28.6,11.6,803.3,12.4,281.6,0,4.97,1.26,0.06,3.59,0.05,10.37,2.11,2.53,0.89,5.09,0.52,7.02,1.24,0,7.08,9.75,2.81,0.07,415.7,16.73,14.6,0.188601,-1.66654144
10808,POW,2,36,41,31,6,222,191,VOL,0,2000,17,0,990,105,47.188,18.628,0.39476138,32545,7243,7980.8,2864.2,1028.7,58239,0.558817974,0.13703532,51.51,23.14,27.89,35488,5740,7510,2689,689,58213,0.60962328,0.129008984,1618,420.5,1612.89763,478.70592,0,91.2,218.8,532,43.3,3134.7,0,776.9,0.24,9.85,16.65,0.45,14.12,0,28.56,1.15,1.87,1.82,1.92,0.51,12.58,2.72,0.13,5.97,8.13,2.66,0.21,1571,55.72,16.64145647,0.247311,46.30654241
10809,POW,2,36,42,31,6,214,158,VOL,0,2006,11,0,1040,129,42.50165455,1.899,0.044680613,22903,4305,3339.2,2079.8,681,40983,0.558841471,0.081477686,52.92,19.74,32.87,24220,4279,7460,1855,489,43378,0.558347549,0.171976578,1305,317.6,1116.91176,341.55882,0,0,0,434.6,20.1,998.8,15.4,316.1,0,0,13.59,0.17,4.48,0.07,10.66,1.51,1.09,0.31,1.22,0.34,8.62,0.9,0,5.4,11.26,2.12,0.33,770.8,24.75,10.9,0.236576,14.22179848
10810,POW,2,39,44,33,6,243,430,VOL,0,2001,16,0,880,95,36.376,7.161,0.196860567,32217,6032,7115.8,2400.4,750.1,55298,0.582606966,0.128680965,51.63,22.02,29.59,25789,4138,4574,1825,504,40909,0.630399179,0.111809137,1578,338.4,1075.74559,272.20735,0,0,81,144.5,45.6,894.7,0,201.1,0,4.51,4.82,0.5,4,0,6.95,0.75,1.99,1.69,18.75,2.34,11.12,1.7,3.1,5.77,5.54,2.77,0.28,472.2,17.06,31.9,0.135453,16.6380964
10811,POW,2,43,42,33,4,1,402,VOL,0,2000,17,0,1180,176,76.09447826,18.219,0.239426045,27452,5683,7423,2300.9,683,49528,0.554272331,0.149874818,53.48,25.18,27.88,24665,4685,8700,1812,516,45509,0.541980707,0.191170977,1369,355.7,1265.42,346.32,0,62.9,39.5,29.6,21.7,993.8,11.6,137.5,0.17,1.96,1.27,0.2,4.46,0.05,4.98,0.98,1.09,0.54,0.96,0.8,2.71,1.91,0.05,14.74,6.95,4.32,0.22,228.3,8.63,4.966794976,0.193582,26.79107678
10812,POW,2,51,48,33,3,531,20,VOL,0,2000,17,0,1270,164,62.328,25.252,0.405146964,20386,5836,2270.5,1622.1,472,35774,0.569855202,0.063467882,53.08,20.18,32.82,15281,3203,3206,925,254,23607,0.647308002,0.135807176,990,247,621,162.3,0,0,49,61.1,0,664,0,112.5,0,2.56,2.34,0,2.96,0,4.29,0.74,1.08,0.32,0.39,0.47,2.28,0.97,0.05,3.92,2.62,1.1,0,222.6,9.19,3.8,0.241408,15.37228371
10813,POW,2,50,47,33,3,222,329,VOL,0,2001,16,0,1240,181,69.26142484,23.702,0.34221069,29530,7114,2493.7,1666.2,1219.7,59662,0.494954913,0.041797124,55.77,13.15,42.73,24245,3868,5728,1514,423,39296,0.616983917,0.145765472,2088,255.2,1025.12298,271.19503,0,46.3,71.9,88.2,0,507.1,11.3,169.3,0.08,4.24,3.13,0.03,2.25,0.05,6.1,0.98,0.8,0.3,0.56,0.31,1.84,1.03,0.06,4.74,6.37,1.38,0,329.4,13.5,3.283650975,0.147828,-2.779322831
10814,POW,2,49,47,33,3,58,426,VOL,0,2000,17,0,990,110,46.634,14.846,0.318351417,21548,5025,2220.6,1944.3,540.2,38085,0.565787055,0.05830642,64.23,24.87,38.91,16992,3509,2103,428,213,24338,0.698167475,0.086408086,1215,267.1,451.31538,85.92115,0,0,187.2,105.1,92.8,2432.4,0,351.2,0,8.43,3.65,1.11,10.95,0,12.06,1.43,2.73,2.28,19.19,1.28,18.93,2.34,0.14,7.08,9.47,3.11,0.34,736.3,25.59,40.8,0.382115,-21.54893434
10815,POW,2,48,47,33,1,88,404,HTWD,0,2001,16,0,920,108,36.416,22.521,0.618436951,34270,7524,3614.3,2669,733.3,57159,0.599555626,0.063232387,58.08,20.19,37.66,19031,3258,3680,884,292,28609,0.665210249,0.12863085,1745,419.3,704.47619,167.45238,0,0,99,103,21.9,1719.8,0,315.5,0,5.6,3.69,0.17,7.72,0,10.4,1.31,0.67,0.91,6.13,0.78,5.25,3.32,0,13.03,10.64,5.19,0.41,539.4,20.27,12.1,0.173273,-48.06955631
10816,POW,2,47,48,33,1,301,0,HTWD,0,2000,17,0,1110,136,49.179,29.617,0.602228594,24294,4699,5117.1,2025.4,565.1,41292,0.588346411,0.123924731,53.02,22.04,31.02,18591,2579,4919,1128,327,29695,0.626064994,0.165650783,1180,298.5,788.01514,220.24324,0,0,829.4,799.1,309.7,2967.6,0,693.6,0,31.37,24.6,3.97,13.38,0,25.28,1.81,11.15,9.76,20.64,2.45,29.18,5.26,0.37,9.74,26.95,4.33,0,2631.8,85.22,60.9,0.161483,-41.27501672
10817,POW,2,45,48,33,1,340,426,VOL,0,2000,17,0,940,134,57.512,17.402,0.302580331,26830,5135,2447.8,1973.7,622.9,45255,0.592862667,0.054089051,53.43,19.16,34.21,21840,3862,2936,1170,333,31463,0.694148683,0.093315958,1412,290.6,793.64545,175.41818,0,164.8,355.2,233.9,46.8,1688.6,0,448.2,0.51,15.11,7.72,0.47,7.57,0,17.32,1.47,1.56,1.03,4.96,0.69,14.03,1.78,0.07,8.57,17.36,3.17,0.39,1084.1,41.01,21.11013136,0.238351,-8.098218513
10818,POW,2,43,46,33,7,322,87,HTWD,0,2000,17,0,1150,166,79.356,13.869,0.174769394,26096,5915,2116.4,1651.8,680.1,53210,0.490434129,0.039774478,55.1,20.54,34.41,19915,2639,9402,1219,398,36706,0.542554351,0.25614341,1037,181.9,987.44727,297.22909,0,33.3,36.2,70.4,14.7,650.7,0,233.3,0.05,2,2.53,0.11,2.9,0,9.42,1.04,0.3,0.44,0.81,0.43,3.16,0.35,0,3.88,3,1.74,0.11,354.6,14.17,4.345188928,0.13446,-13.36659686
10819,POW,2,40,48,32,5,95,430,VOL,0,2000,17,0,1170,152,56.959,25.321,0.444547833,17173,4605,2819.1,1339.6,422.2,32148,0.534185641,0.087691303,57.82,21.5,36.22,15305,2746,4914,1029,287,25799,0.593240048,0.190472499,894,246.9,666.4457,203.72896,0,0,86.8,39.6,31.5,1003,0,158.7,0,5.19,1.79,0.29,4.48,0,5.98,1.43,0.89,0.66,6,0.68,9.01,1.42,0.08,8.31,9.24,4.1,0,316.6,13.25,15.9,0.151748,43.13701189
10820,POW,2,34,47,32,3,322,430,HTWD,0,2000,17,0,1440,200,136.7143058,18.168,0.132890263,20517,3314,2439.4,1516.6,459.8,35819,0.57279656,0.06810352,59.6,22.01,37.57,23661,2696,8543,1881,522,42306,0.559282371,0.201933532,1133,241.9,1253.73121,390.64013,0,74.1,113.7,193.6,24.1,1696.5,0,656.2,0.21,5.49,6.25,0.23,7.63,0,23.87,2.04,0.87,0.39,1.91,0.64,6.7,0.76,0,4.33,16.51,2.35,0.38,987.6,36.22,9.707974998,0.109263,31.61896929
10821,POW,2,33,48,32,3,301,329,HTWD,0,2000,17,0,900,113,37.389,13.942,0.372890422,26187,3564,2195.1,1446.9,508.3,41013,0.638504864,0.053522054,53.48,15.81,37.61,24593,3748,4466,1624,436,36761,0.668997035,0.121487446,1196,211.5,1018.14857,254.53714,0,60.3,48.2,40.6,25.3,1491,22.5,87.5,0.14,3.32,1.67,0.24,6.7,0.1,3.12,0.99,0.15,0.44,0.7,0.62,3.27,0.86,0.04,6.93,5.7,3.88,0.41,201.6,8.76,4.242446664,0.363106,-90.61538933
10822,POW,2,31,46,30,5,243,281,VOL,0,2001,16,0,1140,176,99.14333784,15.697,0.158326322,26626,4837,6388.9,2352.8,651.1,46015,0.578637401,0.138843855,55.23,19.4,35.76,12738,2813,2840,609,238,20003,0.636804479,0.141978703,1271,348,464.39216,130.07843,0,0,43.5,52.3,42.6,692.3,0,36.9,0,2.01,2.23,0.42,3.07,0,1.24,1.01,0.56,0.7,4.08,0.71,9.42,0.8,0,10.4,6.44,5.33,0,175.3,5.9,14.1,0.195159,-9.22562326
10823,POW,2,31,48,29,8,336,426,HTWD,1,2001,16,0,1050,130,54.195,14.981,0.276427715,18625,5434,2046.6,1345.1,416,32095,0.580308459,0.063766942,55.44,23.16,32.19,22482,3878,3744,1466,428,33613,0.668848362,0.111385476,905,178.2,939.27391,220.33435,0,185.7,518.4,222,99.6,2173.5,0,732.7,0.62,20.46,7.22,1.2,9.78,0,27.46,3.23,1.79,2.36,14.5,2.37,16.79,4.39,3.9,20.34,17.58,8.13,0.62,1572.7,56.96,33.72329542,0.161379,-18.94665914
10824,POW,2,30,47,29,8,784,266,VOL,0,2001,16,0,1130,150,60.239,27.849,0.462308471,35148,6280,2790.3,2311.3,578.8,50209,0.700033858,0.055573702,58.58,25.71,32.05,11618,2841,3917,668,239,20188,0.57549039,0.194026154,924,215.3,536.4,158.1,0,96,615.5,731,30.3,4398.1,0,948.7,0.26,24.11,22.67,0.28,19.83,0,33.9,2.49,2.02,1.67,2.46,1.18,7.92,6.21,0.15,27.01,16.48,6.51,0.29,2325.5,81.25,12.66196581,0.19433,-1.864201234
10825,POW,2,27,46,29,2,222,421,VOL,0,2000,17,0,1210,163,81.935,24.254,0.296015134,36605,7117,2501.8,2496.6,725.4,57198,0.639969929,0.043739292,60.44,21.87,38.38,26153,4067,6105,1803,459,41538,0.629616255,0.146973855,1654,359.4,1164.68644,296.21186,0,0,233.6,45.8,47.4,1906.6,15.2,204.6,0,10.04,1.84,0.52,8.58,0.07,6.46,2.19,2.48,1.52,6.25,1.07,10.24,0.65,0.08,4.57,16.84,2.19,0.38,531.4,19.24,18.9,0.166454,31.28680543
10826,POW,2,27,48,29,7,340,421,VOL,0,2000,17,0,1160,197,106.1725,16.2625,0.153170548,17387,3863,1732.6,1273.6,410,28740,0.604975644,0.060285317,55.07,18.76,36.28,30303,4644,4659,2127,616,45799,0.661652001,0.101727112,851,166.5,1314.23273,304.00909,0,0,106.7,159.2,17.6,894.9,11.4,285.7,0,5.26,5.21,0.15,4.01,0.05,9.21,1.46,0.99,0.84,9.26,0.84,13.26,0.28,0,4.6,9.82,1.91,0.36,569.2,20.19,23.6,0.266722,22.2312783
10827,POW,2,26,45,29,2,2,158,VOL,0,2000,17,0,1300,192,91.52207692,21.6365,0.236407441,40232,5727,3669.9,2859.1,834.2,64754,0.621305248,0.056674491,53.68,21.92,31.78,34881,5703,9315,2510,743,58130,0.600051608,0.16024428,1881,456.8,1612.01549,459.45493,0,0,232.2,58.3,29.1,1602.1,0,238,0,10.16,2.27,0.27,7.2,0,9.14,1.91,1.83,0.9,3.2,0.32,8.54,1.21,0,7.14,9.29,3.1,0.43,557.6,22.27,13.5,0.119261,26.22940622
10828,POW,2,26,47,29,7,214,421,VOL,0,2000,17,0,1090,136,62.75545408,28.093,0.447658302,21723,5590,2564.5,1959.4,539.8,39053,0.556244079,0.06566717,60.42,24.74,35.28,22261,4893,4549,1383,414,35101,0.634198456,0.129597447,1276,285.2,953.47751,227.61818,0,0,339.1,183.4,30.3,1547.7,0,728.1,0,14.24,6.12,0.28,6.94,0,26.8,1.51,2.14,1.01,7.4,0.57,15.54,2.82,0,12.41,29.17,6.88,0.08,1280.9,47.52,25,0.17298,5.512192373
